1,0,0
2,800,0
3,1600,0
4,2400,0
5,3200,0
6,0,800
7,800,800
8,1600,800
9,2400,800
10,3200,800
11,0,1600
12,800,1600
13,1600,1600
14,2400,1600
15,3200,1600
16,0,2400
17,800,2400
18,1600,2400
19,2400,2400
20,3200,2400
21,0,3200
22,800,3200
23,1600,3200
24,2400,3200
25,3200,3200
60,1600,-800
59,1600,-1200
58,1600,-1700
57,1600,-2200
56,800,-2200
55,0,-2200
54,-800,-2200
53,-1600,-2200
52,-2400,-2200
51,-3200,-2200
50,800,-1700
49,0,-1700
48,-800,-1700
47,-1600,-1700
46,-2400,-1700
45,-3200,-1700
